order_week,category_id,order_count,unique_orders,total_quantity,total_gross_sales,total_net_sales,total_profit,avg_profit_ratio
2015-07-06,46,136,124,410,20491.79983094,18349.61982344,2866.999998729,0.161
2015-07-06,48,115,101,115,22998.8506325,20753.8506325,1848.450014842,0.085
2015-07-06,18,156,133,156,20278.440858,18209.48985988,1983.7200132419998,0.114
2015-07-06,41,6,6,22,399.77999301,337.95999335,23.169999600999997,0.072
2015-07-06,40,23,23,61,1524.38998585,1385.17998295,289.359999066,0.183
2015-07-06,37,16,15,51,2131.4900242800004,1872.16000362,201.870000417,0.057
2015-07-06,36,9,9,25,432.74999617,399.41999531,93.600002058,0.213
2015-07-06,33,2,2,6,390.0,361.73000337,40.12000084,0.195
2015-07-06,32,9,9,29,579.70999333,521.02000046,103.319999941,0.158
2015-07-06,26,4,4,9,349.96000288,302.57000347999997,113.35000135,0.387
2015-07-06,24,149,135,475,23750.0,21315.25,332.61998790900003,0.037
2015-07-06,35,5,5,15,464.850009842,416.090009624,118.200002427,0.314
2015-07-06,17,162,137,469,28135.3108107,25096.11034071,4715.810026093,0.173
2015-07-06,13,11,10,33,1084.66999422,1019.70999719,89.84999753999999,0.1
2015-07-06,9,81,74,245,23867.63999916,21506.73989079,3163.6399959910004,0.161
2015-07-06,7,2,2,10,250.0,202.5,-38.39999771,-0.185
2015-07-06,6,6,6,25,1124.74999216,1021.27001176,331.229998642,0.298
2015-07-06,5,1,1,5,124.9499969,116.1999969,-31.48999977,-0.27
2015-07-06,3,11,11,31,1559.69005206,1399.0799980799998,266.89999967,0.153
2015-07-06,43,86,80,86,25798.280946,23155.330535999998,2576.059965766,0.113
2015-07-06,12,2,2,5,274.8500061,255.61000823,47.62000036,0.16
2015-07-13,35,7,7,21,584.79000848,552.49999422,-9.990001649000012,0.131
2015-07-13,24,172,140,531,26550.0,23881.25,2989.390004256,0.127
2015-07-13,40,12,12,29,724.71000097,618.48000525,183.47999833400002,0.299
2015-07-13,41,8,8,21,341.78999518,306.45999813000003,38.040000444,0.138
2015-07-13,43,91,83,91,27298.181000999997,24530.730591,4648.229952293001,0.19
2015-07-13,44,2,2,5,149.95000076,137.04999924,52.56000137,0.355
2015-07-13,45,113,104,113,45197.741243,40497.8110974,5843.369946715,0.143
2015-07-13,46,133,110,391,19542.1798129,17616.66986446,2677.940012113,0.144
2015-07-13,48,109,101,109,21798.9105995,19608.9105995,1992.709980905,0.1
2015-07-13,26,18,18,54,2094.8600158199997,1911.0600089499999,444.149994847,0.241
2015-07-13,29,65,58,191,7618.1101179,6817.86006511,609.3000183940001,0.067
2015-07-13,32,2,2,7,139.92999649,127.72999573,34.619998694,0.205
2015-07-13,33,5,5,17,1105.0,1046.5,296.76999094,0.178
2015-07-13,36,12,12,38,675.61999128,631.55999946,-18.179998151999992,-0.066
2015-07-13,6,1,1,3,134.9700012,101.2300034,42.52000046,0.42
2015-07-13,17,182,150,567,34014.33096348,30778.91048445,3863.1999943600003,0.097
2015-07-13,13,14,14,39,1452.6100061500001,1300.90001113,-304.789999547,-0.168
2015-07-13,11,4,4,14,489.86001580000004,409.74999998,102.96999932,0.27
2015-07-13,9,93,79,261,25187.519958240002,22669.809833350002,3336.429954901,0.148
2015-07-13,7,7,7,19,430.0,380.29999736,89.65000154,0.057
2015-07-13,18,169,140,169,21968.3109295,19743.3598549,3056.1399749099996,0.157
2015-07-13,37,20,20,51,2171.49002822,1936.94997013,416.439993384,0.224
2015-07-13,5,2,2,8,199.91999816,192.91999816,79.04999924,0.41
2015-07-13,3,3,3,6,284.94000628000003,248.33999636,75.1800003,0.31
2015-07-20,40,17,17,45,1124.54999339,1073.05999171,200.08000034499997,0.2
2015-07-20,46,142,127,422,21091.55986704,18820.17980904,1235.9399970719999,0.065
2015-07-20,3,6,6,15,624.8500136800001,544.5700130600001,-230.06998256,-0.205
2015-07-20,5,1,1,3,74.97000122,67.47000122,28.34000015,0.42
2015-07-20,6,5,5,10,449.90000912000005,375.2100029,47.460001002999995,0.064
2015-07-20,7,6,5,18,441.0,373.81000137,5.480002880000001,-0.058
2015-07-20,9,75,70,216,20897.93987256,19030.08989481,2747.7599856039997,0.132
2015-07-20,11,1,1,5,174.9499969,152.2100067,51.75,0.34
2015-07-20,12,3,3,8,439.76000971999997,382.59999464000003,155.05999756999998,0.443
2015-07-20,13,8,8,25,802.74999616,733.84001543,26.71000385900001,-0.005
2015-07-20,17,159,141,463,27775.37077726,24861.250324599998,600.260036981,0.068
2015-07-20,18,149,129,149,19368.5108195,17375.60987028,3115.9999776719997,0.176
2015-07-20,24,139,120,425,21250.0,19199.0,3284.159965601,0.189
2015-07-20,26,10,10,24,779.96000288,703.71000098,171.30000066000002,0.268
2015-07-20,29,93,85,280,11157.24015666,10007.66002954,1069.7200053010001,0.116
2015-07-20,32,2,2,4,79.96000099,73.76000023,0.52000022,-0.055
2015-07-20,33,1,1,3,195.0,181.3500061,90.68000031,0.5
2015-07-20,35,6,6,16,504.84001347,481.64001274000003,45.609998028999996,0.003
2015-07-20,36,12,12,39,684.60998535,639.39998437,173.790004378,0.202
2015-07-20,37,14,14,41,1551.59001721,1404.66000371,-142.39000417499997,0.006
2015-07-20,41,7,7,28,465.71998978,392.73000145000003,80.360001573,0.23
2015-07-20,43,100,86,100,29998.0011,27076.0606845,2109.669982882,0.08
2015-07-20,44,7,7,23,689.76999085,656.76999658,-275.81999106,-0.309
2015-07-20,45,102,87,102,40797.961122,36742.011018000005,5797.379973278999,0.152
2015-07-20,48,106,97,106,21198.940583,19010.940583,1338.609998732,0.064
2015-07-27,32,3,3,8,159.91999626,153.71999741,2.7599992689999997,0.207
2015-07-27,29,65,61,185,7398.150111180001,6659.700042230001,1032.270013884,0.148
2015-07-27,3,3,3,9,539.91001508,453.22001263,148.87000279,0.317
2015-07-27,33,2,2,5,325.0,315.25,139.17000299,0.37
2015-07-27,35,10,10,40,1044.59999824,913.20000444,282.979997149,0.302
2015-07-27,36,13,13,39,716.60999297,655.83999252,123.40999937,0.178
2015-07-27,37,17,17,51,2075.49001672,1803.64003195,388.990001023,0.202
2015-07-27,40,7,7,23,574.7699908100001,498.04999733,80.430001731,0.049
2015-07-27,41,8,8,29,529.70999525,486.960001,104.52999925900001,0.192
2015-07-27,43,102,91,102,30597.961122,27418.0106355,3904.529971463,0.143
2015-07-27,44,3,3,8,239.92000009,235.86999897,29.859996790000004,0.163
2015-07-27,45,114,94,114,45597.721254000004,40893.7911084,4993.510043595,0.124
2015-07-27,46,132,121,386,19292.27983824,17277.55985244,1919.210035941,0.131
2015-07-27,48,112,102,112,22398.880616,20116.880616,1661.140018703,0.088
2015-07-27,26,10,10,35,1379.89000696,1201.41000553,217.74000214699998,0.059
2015-07-27,5,3,3,14,349.85999288,305.37999728,41.91000081,0.137
2015-07-27,6,4,4,13,584.87001032,541.67000574,133.350000853,0.142
2015-07-27,7,1,1,2,50.0,48.5,13.57999992,0.28
2015-07-27,9,88,82,250,24857.519927700003,22212.7197874,3588.449971126,0.167
2015-07-27,11,2,2,7,244.93000790000002,210.98999781999999,77.10000038999999,0.35
2015-07-27,13,13,13,41,1397.5899904300002,1273.46999929,287.079998736,0.154
2015-07-27,17,172,139,503,30174.97080242,27061.97029921,1927.6099969599998,0.065
2015-07-27,18,139,121,139,18068.6107645,16265.509879480001,2081.339978466,0.128
2015-07-27,24,157,128,482,24100.0,21600.5,3166.540023967,0.134
2015-08-03,24,144,118,416,20800.0,18604.75,2277.490002598,0.145
2015-08-03,48,98,88,98,19599.020539,17554.020539,2706.900001369,0.157
2015-08-03,44,3,3,10,299.89999766,230.32000353,-162.150001525,-0.757
2015-08-03,18,164,134,164,21318.360902,19140.20986104,2624.580024287,0.14
2015-08-03,46,133,119,404,20191.91979188,18318.0998231,1713.8100413609998,0.087
2015-08-03,26,6,6,19,794.9100036,709.8200111599999,136.479999778,0.17
2015-08-03,29,78,70,207,8108.10011194,7266.010060799999,1086.9799989399999,0.131
2015-08-03,32,3,3,12,239.87999344,216.2899971,-10.160000805000001,-0.003
2015-08-03,33,1,1,2,130.0,126.0999985,-8.449999809,-0.07
2015-08-03,35,4,4,11,364.88999741,309.6700096,45.16000055399999,0.302
2015-08-03,36,18,16,44,797.55999181,706.04999542,94.169999836,0.143
2015-08-03,37,18,17,56,2363.4400385500003,2000.63001628,461.690000049,0.202
2015-08-03,40,12,11,44,1099.5599877700001,995.85999489,287.39999866000005,0.298
2015-08-03,41,10,10,27,443.7299919,396.08000087000005,64.920001271,0.146
2015-08-03,43,91,81,91,27298.181000999997,24548.730591,3008.429976437,0.125
2015-08-03,17,188,145,535,32094.6508368,29032.31037167,3637.0800165729997,0.122
2015-08-03,45,106,95,106,42397.881166,38157.9410412,5283.400073131,0.134
2015-08-03,13,7,7,29,927.70999134,786.63999175,-166.14999202,-0.183
2015-08-03,12,2,2,7,384.79000859999996,381.4900055,87.22999763,0.255
2015-08-03,11,3,3,11,384.89001460000003,344.6399994,94.669999714,0.25
2015-08-03,9,82,74,245,23867.640067760003,21671.48988908,3904.779974451,0.199
2015-08-03,7,10,10,34,784.0,703.24999809,130.39000391599998,0.187
2015-08-03,6,2,2,10,449.8999938,438.6499938,82.229998584,0.19
2015-08-03,5,2,2,6,149.94000244,129.70000076,-124.35000750999998,-0.835
2015-08-03,3,4,4,11,509.89001466,472.69001009,79.649996279,0.113
2015-08-10,37,18,17,62,2559.3800103500002,2303.54998782,469.950004582,0.174
2015-08-10,40,11,11,34,849.6599902300001,762.18999665,76.149997469,0.12
2015-08-10,43,92,83,92,27598.161012,24845.710602,2435.329955947,0.095
2015-08-10,12,5,5,11,604.67001342,572.2500000800001,145.380002978,0.274
2015-08-10,44,8,8,22,659.77999874,567.42000388,183.509999758,0.324
2015-08-10,45,114,104,114,45597.721254,40853.7811292,5505.930026161,0.134
2015-08-10,46,104,93,322,16093.55984482,14465.93987296,2177.860024567,0.124
2015-08-10,48,107,89,107,21398.9305885,19226.9305885,3714.51996934,0.189
2015-08-10,41,3,3,11,205.88999552,165.34999656000002,48.609998699,0.32
2015-08-10,29,81,73,248,9837.60014594,8850.89002359,1996.810011373,0.219
2015-08-10,5,4,4,13,324.86999892,288.38999938,67.279999855,0.243
2015-08-10,6,3,3,8,359.92000194,341.0199966,-33.92999836,-0.293
2015-08-10,7,4,4,12,273.0,252.63999939,65.159997936,0.297
2015-08-10,9,79,70,256,25457.46010558,22744.67995428,2603.0499352119996,0.123
2015-08-10,11,1,1,1,34.99000168,27.98999977,-7.0,-0.25
2015-08-10,3,3,3,11,559.8900146000001,481.7100067,125.18999577000001,0.287
2015-08-10,32,4,4,15,299.84999847,276.86000061,65.20999909,0.262
2015-08-10,36,11,11,36,588.63998602,514.42999647,-5.649998761999996,-0.014
2015-08-10,26,9,9,29,1119.8500174800001,1025.35002137,74.09999656,0.059
2015-08-10,24,160,139,465,23250.0,20949.75,3030.11001649,0.146
2015-08-10,18,148,125,148,19238.520814,17275.51986638,2914.389998633,0.172
2015-08-10,17,191,155,575,34494.250984440005,30914.81042137,4433.529995429,0.132
2015-08-10,13,12,12,32,1053.67999831,958.18000222,239.33000517099998,0.257
2015-08-10,35,8,8,22,534.780012111,465.360003442,81.720001942,0.249
2015-08-10,33,1,1,4,260.0,195.0,-136.5,-0.7
2015-08-17,3,5,5,16,709.84002298,671.99000548,211.52000237,0.318
2015-08-17,5,3,3,8,199.92000007000001,167.93000221,33.169999596,0.243
2015-08-17,6,3,3,7,314.93001174,294.2299919,69.78000164,0.203
2015-08-17,46,107,91,306,15293.879882419998,13603.029876339999,473.2600340720001,0.057
2015-08-17,9,96,88,288,27957.239929180003,25236.94981187,3888.159960877,0.167
2015-08-17,7,2,2,2,47.0,38.76000023,-14.590000035000001,-0.4
2015-08-17,29,86,79,255,9997.65014906,8953.36005915,994.1599905319999,0.136
2015-08-17,32,8,8,15,299.85000037,259.47000122,84.55999971,0.329
2015-08-17,33,1,1,3,195.0,184.2799988,92.13999939,0.5
2015-08-17,35,7,7,18,449.819991961,404.66000647,36.52000022,0.086
2015-08-17,36,9,9,24,414.75999831,380.07999992000003,10.089999439,0.021
2015-08-17,40,17,17,52,1299.47999174,1183.24999602,268.820009716,0.133
2015-08-17,41,5,5,14,277.86000060000003,258.80000307,99.32999992999999,0.412
2015-08-17,43,85,80,85,25498.300935,22819.350524999998,3758.389970617,0.164
2015-08-17,44,3,3,7,209.93000030000002,180.52999878999998,53.80000067500001,0.3
2015-08-17,37,11,11,39,1567.61000426,1445.0600167900002,289.25999999299995,0.184
2015-08-17,26,9,9,23,1009.86999884,905.96999728,37.03000229999999,-0.022
2015-08-17,24,148,126,439,21950.0,19681.75,312.74995808899996,0.016
2015-08-17,48,116,103,116,23198.840637999998,20935.840637999998,3133.219989724,0.149
2015-08-17,18,146,132,146,18978.540803,17059.73987518,2920.900004167,0.172
2015-08-17,45,133,120,133,53197.341463,47913.411317399994,3265.44021368,0.068
2015-08-17,17,152,132,484,29035.1608544,25954.88034865,4904.309983147,0.177
2015-08-17,13,12,12,41,1382.58999053,1314.2499961899998,354.810002602,0.265
2015-08-17,11,3,3,6,209.94000624,173.55000496,6.7299990649999994,0.07
2015-08-24,5,2,2,7,174.93000030000002,152.69000244,53.44000054,0.35
2015-08-24,6,4,3,12,539.88000482,462.04000851,-20.379998689999994,-0.09
2015-08-24,7,10,10,34,793.0,731.0099983499999,170.839996818,0.231
2015-08-24,26,13,13,50,1884.8400115,1671.30999757,164.930001309,0.137
2015-08-24,9,78,68,228,22657.739944380002,20195.43981928,1941.470060705,0.129
2015-08-24,11,3,3,10,349.90000910000003,329.7800064,49.049999717,0.157
2015-08-24,12,2,2,4,219.88000492,169.31000137,27.66999912,0.205
2015-08-24,17,191,158,587,35214.13101208,31780.16041617,4774.430009737,0.122
2015-08-24,3,2,2,3,179.97000508,165.57000348,-20.09000015,0.06
2015-08-24,32,1,1,3,59.97000122,50.36999893,-23.93000031,-0.48
2015-08-24,48,118,103,118,23598.820649,21116.820649,2205.739997565,0.102
2015-08-24,46,123,97,373,18642.539828920002,16752.2398415,2561.25997243,0.17
2015-08-24,45,105,95,105,41997.901155,37665.9610302,2016.2000983130001,0.06
2015-08-24,44,5,5,18,539.81999397,457.95000079,52.289999005,0.134
2015-08-24,43,92,83,92,27598.161011999997,24829.210602,3191.719961919,0.135
2015-08-24,41,8,8,28,489.71999548,436.88999557,-114.310004224,-0.286
2015-08-24,40,19,19,61,1524.38998191,1399.29998572,6.639999150000008,0.011
2015-08-24,37,15,15,41,1627.59001914,1526.2400054099999,251.919999972,0.157
2015-08-24,36,14,14,41,709.5899963100001,600.08000183,115.58000207500001,0.15
2015-08-24,35,3,3,10,279.89999575,246.61000632000002,38.229999539000005,0.243
2015-08-24,33,5,5,21,1365.0,1240.1999968999999,120.769997072,0.048
2015-08-24,29,67,64,208,8108.13010688,7260.370038409999,415.270014938,0.035
2015-08-24,24,154,132,439,21950.0,19737.0,581.2200000219999,0.058
2015-08-24,18,157,128,157,20408.430863499998,18339.47986534,3098.6100071,0.164
2015-08-24,13,14,14,38,1385.6200217199998,1324.50000194,341.009999264,0.246
2015-08-31,5,1,1,2,49.97999954,45.47999954,11.36999989,0.25
2015-08-31,26,9,9,24,814.9100112599999,739.7600059700001,60.650000574,0.099
2015-08-31,48,102,98,102,20398.980561,18374.980561,2973.230009362,0.165
2015-08-31,46,135,119,409,20441.81981616,18382.59983052,3965.399966076,0.212
2015-08-31,45,151,138,151,60396.981661,54397.071473799995,7649.139981779001,0.141
2015-08-31,44,2,2,8,239.91999812,200.93000032,81.88999939,0.42
2015-08-31,43,108,97,108,32397.841188,29112.900696,4155.779988693001,0.148
2015-08-31,41,3,3,12,203.87999344,193.88000106,23.329999926,0.077
2015-08-31,40,18,17,52,1299.47998792,1163.28999712,146.320002087,0.201
2015-08-31,37,19,19,59,2607.41002823,2298.71999751,678.6199994169999,0.289
2015-08-31,36,17,16,56,1010.43998908,873.85999487,134.889998454,0.074
2015-08-31,35,8,8,20,319.799997311,309.03000067100004,90.370000594,0.289
2015-08-31,33,2,2,10,650.0,646.75,-111.47999569999999,-0.175
2015-08-31,29,72,66,226,8887.89008204,8008.75005852,-429.340001636,0.01
2015-08-31,24,140,121,399,19950.0,17986.25,3183.090005117,0.157
2015-08-31,18,168,142,168,21838.320924,19629.61984944,1284.0999864299997,0.073
2015-08-31,17,168,140,511,30654.89082306,27571.3003618,4079.009981422,0.164
2015-08-31,13,14,14,43,1437.57000149,1321.9200038200001,-1.7499884910000016,0.113
2015-08-31,12,1,1,2,109.9400024,102.2399979,-6.03000021,-0.06
2015-08-31,11,4,4,9,314.9100151,278.86000442,-45.45000172,0.11
2015-08-31,9,88,83,284,26647.40998066,23995.30984102,2656.389997246,0.081
2015-08-31,7,7,7,27,624.0,589.5299988,136.129997262,0.216
2015-08-31,3,5,5,15,724.85001754,609.47000887,-32.580003784,-0.35
2015-09-07,26,7,7,25,1279.9300002599998,1158.48000326,359.77000046,0.366
2015-09-07,35,7,6,23,424.77000235,377.53000067,31.0,0.071
2015-09-07,33,3,3,12,780.0,646.75,161.05000497,0.26
2015-09-07,29,80,73,213,8507.88016032,7688.11004789,1120.590017983,0.127
2015-09-07,37,18,18,51,2103.49002639,1848.8399924599998,136.31000444199998,-0.029
2015-09-07,36,14,11,36,632.6399860299999,559.05999468,62.460000512,0.148
2015-09-07,11,1,1,3,104.9700012,99.72000122,18.95000076,0.19
2015-09-07,18,153,128,153,19888.4708415,17889.06986934,1907.590023818,0.107
2015-09-07,41,6,6,22,381.77999872,341.2100029,104.389999268,0.28
2015-09-07,40,13,13,27,674.72999761,591.01999853,189.130002018,0.293
2015-09-07,24,136,119,380,19000.0,17096.5,3712.329990276,0.185
2015-09-07,3,6,6,23,1054.7700270999999,986.4900131,301.12999368,0.265
2015-09-07,5,3,3,8,199.91999816,186.91999816,-83.639997436,-0.743
2015-09-07,6,4,4,11,494.89000697999995,444.50000762,137.04000092,0.267
2015-09-07,7,5,5,12,279.0,249.72999954,61.119999408999995,0.256
2015-09-07,9,95,85,266,25547.48994426,22778.39981061,4029.310038024,0.171
2015-09-07,12,2,2,9,494.730011,412.27999880000004,-23.67000008,-0.09
2015-09-07,13,9,9,36,1111.63998201,967.41000372,-299.61000119000005,-0.187
2015-09-07,17,185,151,571,34254.29095036,30840.4304393,3186.2200274770003,0.104
2015-09-07,48,91,82,91,18199.0905005,16340.0905005,694.899973737,0.042
2015-09-07,46,130,121,396,19792.0798411,17768.83984358,3301.930010504,0.14
2015-09-07,45,113,101,113,45197.741243,40473.8011182,5574.250019043,0.137
2015-09-07,44,4,3,10,299.89999774,257.02000237,16.499998574999992,-0.202
2015-09-07,43,95,84,95,28498.101045,25730.650634999998,3136.389986748,0.118
2015-09-14,43,104,91,104,31197.921144,27930.980652,3483.479967306,0.125
2015-09-14,29,86,79,279,11127.2401603,9892.0200798,1909.029998178,0.204
2015-09-14,32,1,1,3,59.97000122,52.77000046,-11.86999989,-0.23
2015-09-14,33,1,1,5,325.0,260.0,72.80000305,0.28
2015-09-14,35,4,4,8,139.919998161,128.529998773,19.219999371,0.2
2015-09-14,36,9,9,28,512.71999167,452.77000045,92.890001771,0.12
2015-09-14,7,2,2,7,175.0,144.75,36.910000026,0.245
2015-09-14,6,5,5,13,584.8700065,511.09000775000004,166.88000012,0.238
2015-09-14,41,3,3,7,111.92999839000001,97.20999909,-9.509999751,-0.023
2015-09-14,37,16,16,45,1827.55002771,1677.78002369,104.63998772800001,0.049
2015-09-14,44,3,3,9,269.90999789,234.21999551,7.8099999360000005,0.107
2015-09-14,5,1,1,3,74.97000122,65.22000122,31.30999947,0.48
2015-09-14,3,7,7,19,914.81002046,831.0699921099999,-84.669996503,0.003
2015-09-14,24,153,132,455,22750.0,20500.5,2794.759984577,0.15
2015-09-14,9,80,70,237,23277.690009600003,20786.28989932,1043.950020071,0.064
2015-09-14,11,1,1,2,69.98000336,58.77999878,16.45999908,0.28
2015-09-14,12,3,3,10,549.7000122,485.92999269999996,-182.13000200800002,-0.17
2015-09-14,40,16,16,52,1299.47998406,1145.52999494,216.51999949999998,0.194
2015-09-14,48,102,91,102,20398.980561,18370.980561,1776.229988499,0.095
2015-09-14,46,166,133,524,26189.5196953,23586.01974916,2371.4200111170003,0.106
2015-09-14,45,99,91,99,39598.021089,35674.070985,4561.420011767999,0.127
2015-09-14,13,5,5,14,525.8600082400001,466.27001185,131.510003573,0.294
2015-09-14,17,154,129,428,25675.720730560002,22965.55027811,4766.480010196,0.189
2015-09-14,18,143,115,143,18588.5707865,16713.96987858,3254.669988738,0.193
2015-09-14,26,14,14,43,1764.86002346,1602.9199905599999,243.339995611,0.104
2015-09-21,6,3,3,9,404.91001508,334.06000896,-13.129999160000004,-0.133
2015-09-21,48,105,91,105,20998.9505775,18826.9505775,1299.229964264,0.074
2015-09-21,46,120,109,370,18492.59976564,16537.869885,1128.709981066,0.045
2015-09-21,45,106,93,106,42397.881166,38045.9410412,3974.660116833,0.103
2015-09-21,44,2,2,8,239.91999812,206.62999727,50.29000092,0.22
2015-09-21,41,10,9,32,541.67998885,508.96000576,134.620003236,0.305
2015-09-21,33,2,2,9,585.0,484.8999939,143.06999588000002,0.295
2015-09-21,35,7,7,16,384.840003941,364.69999788,68.01999903000001,0.264
2015-09-21,36,11,11,37,651.62998579,571.3699913,130.360000134,0.185
2015-09-21,3,7,7,18,929.82002648,850.32001874,-78.27998405600003,-0.21
2015-09-21,32,4,4,10,199.90000152,176.29999924999998,-5.489998816,-0.078
2015-09-21,29,71,69,226,8957.820139660002,8070.9700388,-4.009986839000016,0.0
2015-09-21,26,10,10,20,1099.94000624,981.1400032299999,242.40999483,0.237
2015-09-21,24,169,140,527,26350.0,23657.5,4021.329980354,0.171
2015-09-21,18,171,137,171,22228.2909405,19940.93984914,2202.039987324,0.111
2015-09-21,17,178,146,571,34254.290985080006,30940.610477730002,4885.369980543,0.12
2015-09-21,13,9,9,19,733.81000892,645.27000041,225.619999295,0.278
2015-09-21,12,1,1,5,274.8500061,255.6100006,80.01000214,0.31
2015-09-21,11,4,3,13,454.87000648000003,433.87000269,31.920001985,0.145
2015-09-21,9,88,80,279,27897.21010564,25290.40993494,1178.249980908,0.058
2015-09-21,7,4,4,14,338.0,316.85000229,74.48999977599999,0.243
2015-09-21,5,1,1,5,124.9499969,122.4499969,7.349999905,0.06
2015-09-21,37,20,19,67,2847.3300321,2548.11003111,577.8599957280001,0.226
2015-09-21,40,16,16,58,1449.41997878,1355.80998582,288.850002775,0.197
2015-09-21,43,101,90,101,30297.981110999997,27170.540619,4804.7100343130005,0.179
2015-09-28,37,16,16,44,1939.5600452900003,1700.0400103900001,599.329992558,0.261
2015-09-28,29,79,71,232,9207.75013612,8329.81005426,1069.08999425,0.152
2015-09-28,13,9,9,26,894.74000349,785.4599895299999,57.050004007999995,0.117
2015-09-28,17,174,149,486,29155.14081244,25995.64032415,3542.449974745,0.12
2015-09-28,45,118,103,118,47197.641298,42393.7111524,3928.670068355,0.095
2015-09-28,11,5,5,17,594.83000554,525.7199992100001,-71.019993495,-0.148
2015-09-28,9,87,80,283,28227.17998494,25352.22986198,-1478.659993927,-0.021
2015-09-28,7,2,2,4,97.0,90.38999939,41.029999736,0.405
2015-09-28,6,2,2,6,269.93999858,229.45000838,37.060000423999995,0.01
2015-09-28,5,7,7,14,349.85999674,338.23999781,85.889999035,0.229
2015-09-28,26,5,5,13,539.9499969,486.09000967000003,-50.39000425500002,0.014
2015-09-28,48,111,99,111,22198.8906105,19990.8906105,609.2600302789999,0.033
2015-09-28,46,137,115,424,21191.51980938,19023.10982882,3012.340001204,0.134
2015-09-28,32,3,3,8,159.91999626,146.91999816999999,13.520000461000002,-0.317
2015-09-28,44,1,1,2,59.97999954,53.97999954,7.449999809,0.14
2015-09-28,43,99,89,99,29698.021089,26788.070678999997,3753.409997668,0.139
2015-09-28,41,4,4,7,111.92999839000001,100.57000065,33.779999734,0.338
2015-09-28,40,10,10,29,724.7099952,646.59999463,246.370000365,0.384
2015-09-28,12,6,6,21,1154.3700257,992.480011,-9.250004769999997,0.052
2015-09-28,36,10,10,32,561.6799907500001,499.76999758,121.12000133199999,0.271
2015-09-28,35,8,8,29,859.7100066,776.73999587,69.900001533,0.106
2015-09-28,18,175,144,175,22748.2509625,20442.0498497,2534.5300211060003,0.123
2015-09-28,24,139,126,425,21250.0,19005.25,1021.950004991,0.062
2015-10-05,3,3,3,9,514.91001508,421.57000543000004,79.829998733,0.193
2015-10-05,6,3,3,9,404.91000362,343.72000884,-233.14000126000002,-0.28
2015-10-05,5,1,1,5,124.9499969,102.4599991,35.86000061,0.35
2015-10-05,7,4,4,12,276.0,218.20000076,82.259998319,0.38
2015-10-05,9,87,78,261,24487.619948940002,21897.82978026,1622.3599538489998,0.076
2015-10-05,11,1,1,3,104.9700012,103.9199982,27.02000046,0.26
2015-10-05,12,2,2,2,109.94000244,92.88999939,16.929999833,0.18
2015-10-05,18,150,131,150,19498.500825,17527.04986508,1615.150011343,0.095
2015-10-05,24,145,127,474,23700.0,21354.5,3063.859994263,0.166
2015-10-05,26,13,13,45,1764.7999952599998,1618.88001435,180.54999637100002,0.079
2015-10-05,29,81,73,244,9737.58016458,8724.96005196,864.7799840959999,0.125
2015-10-05,32,3,3,8,159.92000007000001,145.82999802,51.869999891000006,0.39
2015-10-05,33,3,3,9,585.0,537.5499954,-81.93999477,-0.043
2015-10-05,35,1,1,5,199.9499969,199.9499969,91.98000336,0.46
2015-10-05,36,14,14,48,815.51998518,746.25999642,50.369997023,0.069
2015-10-05,37,14,14,46,1887.54002748,1728.6300087,163.26999471800002,0.081
2015-10-05,40,14,14,46,1149.53998934,1006.8500023,63.95999337099998,0.032
2015-10-05,41,3,3,7,123.93000029999999,98.71000099,11.020000577,0.097
2015-10-05,43,97,90,97,29098.061067,26069.6205903,3851.31998588,0.148
2015-10-05,13,4,4,13,421.86999693000007,383.6800022,22.469999795,0.063
2015-10-05,45,112,102,112,44797.761232,40217.8211072,4264.630126533,0.113
2015-10-05,46,134,116,396,19792.07986762,17851.049831,2243.719977899,0.15
2015-10-05,48,122,107,122,24398.780671,21871.780671,2858.23996038,0.132
2015-10-05,44,1,1,2,59.97999954,54.58000183,12.98999977,0.24
2015-10-05,17,169,138,545,32694.550933439998,29517.070434710004,3102.409996583,0.1
2015-10-12,46,118,109,361,18042.77984208,16209.20985784,1021.8899752680001,0.074
2015-10-12,11,5,5,14,489.86001582000006,418.13000866,98.67000008,0.204
2015-10-12,9,96,90,299,29477.0699618,26624.15987222,457.8399671899998,0.054
2015-10-12,7,9,9,32,746.0,687.02000427,138.319999217,0.226
2015-10-12,41,13,13,45,761.5499858200001,695.19999791,-73.21000193,-0.159
2015-10-12,3,5,5,18,1079.82004168,967.03999342,240.71000281,0.166
2015-10-12,5,4,4,9,224.90999984,186.6800003,-60.420000914999996,-0.498
2015-10-12,13,8,8,16,507.83999826999997,461.47999573000004,33.04999846,0.039
2015-10-12,17,155,130,431,25855.6907165,23187.530273800003,1375.3899227830002,0.085
2015-10-12,18,146,126,146,18978.540803,17068.83987368,1783.629982532,0.101
2015-10-12,24,171,143,501,25050.0,22356.25,3521.069981213,0.153
2015-10-12,26,14,14,32,1159.9400024000001,1078.13998794,-228.85999722900004,0.016
2015-10-12,29,70,62,206,8158.02016742,7333.470006490001,961.030010391,0.105
2015-10-12,32,3,3,10,199.8999958,191.29999733,6.360000611,0.083
2015-10-12,33,6,6,15,975.0,919.1000061,-44.660000819999965,0.015
2015-10-12,35,7,7,27,629.72999944,577.59999843,128.150001053,0.221
2015-10-12,36,9,9,29,522.7099971600001,475.75000001,139.00000047799998,0.303
